Age,Temperature,Year
89963.23,-3.89,-88013
90011.55,-5.01,-88061
90061.99,-5.39,-88111
90114.85,-5.46,-88164
90168.27,-5.4,-88218
90221.69,-5.46,-88271
90273.65,-3.98,-88323
90324.04,-6.37,-88374
90379.63,-5.86,-88429
90435.59,-5.32,-88485
90488.73,-4.91,-88538
90539.84,-6.77,-88589
90600.48,-6.59,-88650
90660.24,-6.38,-88710
90718.98,-6.21,-88768
90776.7,-5.92,-88826
90833.03,-5.64,-88883
90887.8,-4.88,-88937
90938.97,-5.16,-88988
90991.42,-5.67,-89041
91046.39,-5.71,-89096
91101.14,-5.16,-89151
91155.5,-6.6,-89205
91213.17,-5.76,-89263
91270.36,-6.34,-89320
91328.02,-5.87,-89378
91384.62,-5.82,-89434
91440.72,-6.73,-89490
91499.66,-4.22,-89549
91550.4,-4.95,-89600
91601.99,-5.59,-89651
91656.78,-6.04,-89706
91713.76,-6.19,-89763
91770.63,-5.27,-89820
91825.31,-5.68,-89875
91880.25,-5.61,-89930
91935.07,-4.9,-89985
91986.99,-5.3,-90036
92040.4,-5.35,-90090
92094.17,-5.33,-90144
92148.18,-5.76,-90198
92203.96,-5.85,-90253
92260.07,-5.63,-90310
92315.21,-5.27,-90365
92367.78,-4.13,-90417
92418.29,-5.19,-90468
92470.66,-5.63,-90520
92524.79,-4.87,-90574
92577.31,-5.09,-90627
92629.06,-4.21,-90679
92679.45,-5.9,-90729
92734.47,-4.69,-90784
92785.87,-4.91,-90835
92837.64,-4.88,-90887
92889.34,-4.8,-90939
92940.72,-5.37,-90990
92995.19,-6.05,-91045
93051.45,-4.6,-91101
93103.82,-5.32,-91153
93156.98,-5.16,-91206
93210.86,-5.59,-91260
93264.34,-4.38,-91314
93315.04,-4.23,-91365
93364.4,-4.57,-91414
93414.25,-4.47,-91464
93464.64,-4.78,-91514
93517.03,-5.92,-91567
93572.01,-5.05,-91622
93625.57,-4.88,-91675
93676.42,-3.53,-91726
93725.17,-5.54,-91775
93777.86,-4.73,-91827
93829.61,-4.44,-91879
93879.97,-4.78,-91929
93931.34,-4.85,-91981
93983.11,-4.67,-92033
94034.1,-4.34,-92084
94083.75,-4.39,-92133
94133.33,-4.14,-92183
94182.09,-4.22,-92232
94231.8,-5.61,-92281
94286.36,-3.99,-92336
94335.0,-4.6,-92385
94385.83,-5.41,-92435
94440.42,-4.24,-92490
94489.67,-4.93,-92539
94542.12,-4.95,-92592
94594.75,-5.05,-92644
94648.56,-6.12,-92698
94705.11,-4.68,-92755
94757.12,-3.94,-92807
94804.57,-2.73,-92854
94848.69,-3.02,-92898
94892.68,-4.17,-92942
94941.2,-3.41,-92991
94986.93,-3.63,-93036
95033.77,-4.42,-93083
95083.44,-4.14,-93133
95132.43,-4.11,-93182
95181.6,-4.82,-93231
95233.57,-5.38,-93283
95288.26,-4.94,-93338
95341.08,-5.03,-93391
95394.45,-5.33,-93444
95448.86,-4.98,-93498
95502.1,-4.92,-93552
95555.35,-5.36,-93605
95608.96,-4.54,-93658
95661.34,-5.02,-93711
95714.35,-5.26,-93764
95767.38,-4.22,-93817
95818.85,-4.96,-93868
95871.43,-5.3,-93921
95923.68,-3.23,-93973
95972.27,-4.78,-94022
96023.93,-5.86,-94073
96079.34,-4.14,-94129
96130.17,-4.8,-94180
96181.8,-4.32,-94231
96231.77,-3.73,-94281
96279.99,-4.6,-94329
96331.2,-5.23,-94381
96385.31,-4.87,-94435
96438.05,-3.69,-94488
96485.79,-5.84,-94535
96543.02,-5.15,-94593
96597.23,-4.73,-94647
96648.96,-3.82,-94698
96698.75,-5.46,-94748
96752.36,-4.29,-94802
96804.03,-4.8,-94854
96855.49,-4.24,-94905
96906.44,-4.72,-94956
96958.09,-4.7,-95008
97011.4,-5.71,-95061
97064.92,-3.56,-95114
97115.91,-5.11,-95165
97167.23,-4.22,-95217
97218.23,-4.32,-95268
97268.36,-4.22,-95318
97318.54,-4.37,-95368
97368.76,-4.17,-95418
97419.64,-5.05,-95469
97472.44,-4.83,-95522
97524.65,-3.84,-95574
97575.18,-5.46,-95625
97629.36,-4.73,-95679
97682.42,-4.86,-95732
97735.06,-3.41,-95785
97782.53,-4.2,-95832
97832.45,-4.8,-95882
97885.14,-5.13,-95935
97939.62,-5.03,-95989
97993.61,-4.78,-96043
98045.95,-3.82,-96095
98095.2,-4.46,-96145
98145.99,-4.16,-96195
98196.92,-5.44,-96246
98250.82,-3.68,-96300
98301.64,-5.35,-96351
98355.28,-4.63,-96405
98408.24,-4.59,-96458
98459.35,-3.73,-96509
98509.38,-4.64,-96559
98559.54,-3.68,-96609
98609.75,-4.82,-96659
98662.33,-5.33,-96712
98717.48,-5.15,-96767
98772.07,-4.54,-96822
98825.32,-5.3,-96875
98879.88,-4.47,-96929
98932.62,-5.66,-96982
98989.8,-4.32,-97039
99040.95,-4.7,-97090
99093.7,-4.67,-97143
99147.21,-5.87,-97197
99205.23,-5.59,-97255
99262.59,-5.16,-97312
99317.88,-4.71,-97367
99372.0,-5.28,-97422
99427.17,-5.06,-97477
99481.99,-4.7,-97531
99535.03,-4.2,-97585
99585.96,-5.21,-97635
99641.21,-4.2,-97691
99692.05,-4.17,-97742
99742.69,-4.58,-97792
99795.04,-4.53,-97845
99848.13,-5.61,-97898
99903.93,-4.3,-97953
99957.25,-5.03,-98007
100010.47,-4.32,-98060
100062.33,-4.07,-98112
100113.72,-4.88,-98163
100166.27,-4.33,-98216
100217.86,-3.89,-98267
100268.68,-4.75,-98318
100320.96,-4.48,-98370
100373.78,-4.76,-98423
100426.31,-3.79,-98476
100476.82,-4.67,-98526
100528.82,-4.02,-98578
100579.99,-5.0,-98629
100634.16,-4.57,-98684
100687.1,-4.45,-98737
100739.34,-4.3,-98789
100790.88,-4.29,-98840
100842.23,-3.92,-98892
100892.51,-5.13,-98942
100947.75,-4.92,-98997
101002.85,-5.16,-99052
101058.33,-4.9,-99108
101112.52,-4.24,-99162
101164.82,-4.37,-99214
101216.02,-3.79,-99266
101265.68,-3.54,-99315
101314.72,-4.04,-99364
101363.11,-2.79,-99413
101410.18,-3.45,-99460
101458.38,-4.51,-99508
101509.27,-3.88,-99559
101560.92,-4.84,-99610
101613.92,-4.47,-99663
101667.35,-4.69,-99717
101720.31,-4.09,-99770
101772.44,-4.64,-99822
101825.28,-4.34,-99875
101877.75,-4.34,-99927
101929.93,-4.26,-99979
101982.19,-5.02,-100032
102037.54,-4.59,-100087
102091.1,-4.41,-100141
102143.74,-4.24,-100193
102196.11,-4.9,-100246
102252.17,-6.18,-100302
102311.62,-4.74,-100361
102367.9,-4.84,-100417
102423.12,-5.13,-100473
102479.28,-4.87,-100529
102534.71,-4.77,-100584
102589.64,-5.45,-100639
102647.18,-4.32,-100697
102701.69,-5.51,-100751
102759.58,-5.58,-100809
102818.78,-5.54,-100868
102877.74,-5.24,-100927
102935.4,-4.8,-100985
102991.0,-5.95,-101041
103052.15,-5.74,-101102
103113.35,-6.22,-101163
103175.19,-5.29,-101225
103234.47,-6.97,-101284
103301.87,-6.74,-101351
103368.19,-6.26,-101418
103432.9,-7.35,-101482
103502.79,-6.98,-101552
103570.94,-6.45,-101620
103636.65,-7.29,-101686
103705.47,-5.83,-101755
103769.62,-6.89,-101819
103836.12,-5.69,-101886
103897.55,-6.25,-101947
103960.65,-5.72,-102010
104022.25,-5.67,-102072
104083.48,-6.78,-102133
104150.07,-6.16,-102200
104212.47,-4.57,-102262
104270.33,-5.64,-102320
104330.17,-5.94,-102380
104392.41,-5.48,-102442
104452.53,-5.47,-102502
104512.29,-5.29,-102562
104571.97,-5.75,-102621
104632.95,-5.25,-102682
104691.82,-4.59,-102741
104747.61,-4.9,-102797
104804.4,-4.88,-102854
104861.11,-4.64,-102911
104917.66,-5.15,-102967
104975.42,-4.98,-103025
105032.73,-4.02,-103082
105085.95,-4.85,-103135
105143.07,-5.49,-103193
105203.51,-5.6,-103253
105263.83,-4.87,-103313
105321.85,-4.79,-103371
105379.05,-5.18,-103429
105437.81,-4.89,-103487
105495.12,-4.64,-103545
105551.52,-4.75,-103601
105608.38,-4.9,-103658
105666.17,-5.16,-103716
105725.1,-5.26,-103775
105784.72,-5.13,-103834
105843.87,-5.27,-103893
105902.02,-3.54,-103952
105955.56,-4.48,-104005
106010.62,-4.82,-104060
106066.94,-4.11,-104116
106122.0,-4.51,-104172
106177.62,-4.6,-104227
106233.79,-3.94,-104283
106287.17,-3.94,-104337
106340.39,-4.16,-104390
106394.38,-3.68,-104444
106446.75,-3.94,-104496
106499.35,-3.33,-104549
106550.42,-3.59,-104600
106601.29,-3.01,-104651
106651.42,-3.72,-104701
106703.57,-4.15,-104753
106758.92,-5.17,-104808
106817.56,-4.83,-104867
106876.1,-4.63,-104926
106933.3,-4.03,-104983
106987.75,-4.82,-105037
107045.9,-4.29,-105095
107102.59,-5.0,-105152
107161.89,-5.32,-105211
107222.79,-5.06,-105272
107283.07,-4.87,-105333
107342.59,-5.83,-105392
107406.15,-5.03,-105456
107467.73,-5.52,-105517
107529.85,-4.91,-105579
107589.96,-5.58,-105639
107653.49,-5.63,-105703
107717.31,-5.54,-105767
107781.28,-6.25,-105831
107848.86,-6.23,-105898
107917.02,-6.39,-105967
107985.94,-6.46,-106035
108055.51,-6.38,-106105
108124.94,-6.52,-106174
108195.23,-6.81,-106245
108267.46,-6.89,-106317
108340.46,-7.51,-106390
108416.49,-6.36,-106466
108487.42,-6.97,-106537
108560.74,-6.53,-106610
108632.37,-6.88,-106682
108705.04,-6.36,-106755
108776.27,-7.19,-106826
108850.75,-6.43,-106900
108922.13,-6.46,-106972
108993.6,-7.74,-107043
109071.79,-6.31,-107121
109143.21,-5.81,-107193
109210.99,-6.25,-107260
109280.35,-6.08,-107330
109348.84,-5.39,-107398
109416.03,-7.04,-107466
109489.7,-5.81,-107539
109557.15,-5.62,-107607
109623.76,-5.58,-107673
109690.1,-5.61,-107740
109756.42,-5.41,-107806
109821.6,-5.01,-107871
109885.32,-6.62,-107935
109957.47,-5.67,-108007
110024.51,-4.25,-108074
110084.96,-5.35,-108134
110151.15,-6.42,-108201
110221.89,-5.62,-108271
110290.06,-5.58,-108340
110356.04,-4.47,-108406
110418.55,-5.12,-108468
110482.43,-5.27,-108532
110547.87,-5.26,-108597
110613.82,-5.57,-108663
110681.0,-5.41,-108731
110747.35,-4.78,-108797
110811.37,-5.29,-108861
110876.5,-4.8,-108926
110940.18,-4.93,-108990
111004.83,-5.45,-109054
111071.29,-5.0,-109121
111136.48,-4.96,-109186
111200.33,-4.12,-109250
111262.68,-5.73,-109312
111330.42,-5.77,-109380
111399.52,-4.69,-109449
111464.65,-5.41,-109514
111531.57,-5.19,-109581
111597.73,-4.44,-109647
111661.58,-5.43,-109711
111728.75,-5.47,-109778
111797.26,-5.25,-109847
111864.7,-5.18,-109914
111931.6,-4.83,-109981
111997.09,-5.38,-110047
112065.5,-5.62,-110115
112135.06,-4.48,-110185
112198.58,-4.6,-110248
112263.04,-5.14,-110313
112330.09,-5.63,-110380
112399.56,-4.6,-110449
112464.12,-4.15,-110514
112526.88,-5.07,-110576
112592.34,-4.02,-110642
112653.52,-3.82,-110703
112714.3,-4.36,-110764
112777.16,-4.77,-110827
112842.52,-4.64,-110892
112907.49,-4.49,-110957
112971.49,-4.09,-111021
113033.82,-4.1,-111083
113096.52,-5.08,-111146
113161.87,-3.21,-111211
113221.7,-3.64,-111271
113281.09,-3.98,-111331
113342.42,-3.53,-111392
113402.59,-4.35,-111452
113466.18,-4.62,-111516
113531.17,-3.73,-111581
113592.12,-3.42,-111642
113652.36,-4.69,-111702
113715.96,-3.26,-111765
113775.62,-3.06,-111825
113832.83,-2.82,-111882
113888.92,-3.18,-111938
113946.72,-3.03,-111996
114003.81,-2.83,-112053
114060.24,-2.87,-112110
114115.63,-2.01,-112165
114169.93,-3.14,-112219
114226.59,-2.96,-112276
114283.93,-3.08,-112333
114341.7,-2.55,-112391
114397.95,-2.02,-112447
114452.09,-3.09,-112502
114509.46,-3.31,-112559
114568.58,-3.27,-112618
114627.45,-2.69,-112677
114684.11,-2.42,-112734
114740.44,-1.63,-112790
114791.62,-1.84,-112841
114843.84,-2.49,-112893
114899.21,-2.85,-112949
114955.52,-2.17,-113005
115010.42,-2.45,-113060
115063.61,-0.96,-113113
115115.29,-2.16,-113165
115168.84,-1.92,-113218
115222.67,-2.18,-113272
115275.7,-1.21,-113325
115327.01,-2.6,-113377
115382.15,-2.12,-113432
115436.44,-2.36,-113486
115491.7,-2.23,-113541
115546.22,-2.07,-113596
115599.25,-1.62,-113649
115651.87,-2.28,-113701
115706.75,-2.6,-113756
115762.14,-1.63,-113812
115815.0,-1.42,-113865
115867.57,-2.61,-113917
115922.37,-1.71,-113972
115975.71,-1.63,-114025
116028.55,-2.56,-114078
116084.56,-1.42,-114134
116136.18,-1.73,-114186
116189.19,-3.03,-114239
116247.53,-1.55,-114297
116300.1,-0.81,-114350
116349.66,-1.21,-114399
116399.64,-1.01,-114449
116449.59,-1.24,-114499
116499.92,-1.02,-114549
116550.34,-1.6,-114600
116602.26,-1.48,-114652
116654.08,-1.19,-114704
116704.37,-0.56,-114754
116753.57,-1.32,-114803
116804.58,-1.71,-114854
116855.94,-0.3,-114905
116904.74,-0.79,-114954
116952.86,-0.43,-115002
117001.11,-0.99,-115051
117051.11,-1.56,-115101
117101.81,0.04,-115151
117149.32,-0.56,-115199
117196.91,-0.5,-115246
117244.86,-0.56,-115294
117292.91,-0.32,-115342
117340.07,0.34,-115390
117384.73,-0.7,-115434
117433.48,-0.76,-115483
117482.46,-0.2,-115532
117529.6,-0.39,-115579
117577.12,-0.37,-115627
117624.01,0.39,-115674
117669.98,-0.5,-115719
117717.28,-0.51,-115767
117764.53,0.4,-115814
117810.91,-0.41,-115860
117857.32,0.09,-115907
117904.65,-0.87,-115954
117953.56,-0.65,-116003
118000.96,1.38,-116050
118043.83,0.73,-116093
118086.67,1.14,-116136
118128.98,0.05,-116178
118175.21,-0.9,-116225
118223.74,0.22,-116273
118270.79,-0.32,-116320
118318.5,-0.7,-116368
118366.38,0.43,-116416
118412.23,0.5,-116462
118456.47,0.7,-116506
118501.37,-0.49,-116551
118548.55,0.16,-116598
118595.22,-0.09,-116645
118642.57,-0.35,-116692
118690.68,-0.07,-116740
118737.72,0.75,-116787
118781.74,-0.19,-116831
118828.58,0.29,-116878
118874.35,0.41,-116924
118918.47,1.33,-116968
118962.13,0.16,-117012
119005.29,1.6,-117055
119047.93,0.56,-117097
119091.66,0.61,-117141
119136.02,0.32,-117186
119181.62,0.19,-117231
119227.3,0.72,-117277
119272.07,0.28,-117322
119317.42,0.3,-117367
119362.53,0.87,-117412
119407.94,-0.33,-117457
119454.74,0.12,-117504
119500.77,1.29,-117550
119543.95,0.67,-117593
119587.95,1.37,-117637
119630.09,0.28,-117680
119674.9,0.89,-117724
119718.52,1.25,-117768
119759.96,2.11,-117809
119800.93,0.76,-117850
119843.87,0.66,-117893
119888.32,1.13,-117938
119931.27,0.47,-117981
119976.59,0.11,-118026
120022.5,0.84,-118072
120066.74,1.13,-118116
120110.39,0.59,-118160
120153.26,1.98,-118203
120194.86,0.59,-118244
120239.05,1.9,-118289
120279.06,1.54,-118329
120320.28,1.25,-118370
120362.01,1.47,-118412
120404.43,0.79,-118454
120447.67,1.14,-118497
120490.67,1.38,-118540
120532.73,0.99,-118582
120576.27,0.71,-118626
120620.39,0.96,-118670
120663.88,1.28,-118713
120706.86,1.02,-118756
120749.88,1.12,-118799
120792.68,1.85,-118842
120833.26,1.31,-118883
120875.08,1.59,-118925
120916.69,1.42,-118966
120958.16,1.58,-119008
120999.33,1.87,-119049
121039.66,2.5,-119089
121078.41,1.15,-119128
121120.54,1.08,-119170
121162.06,2.49,-119212
121202.79,1.22,-119252
121244.21,1.39,-119294
121286.38,1.38,-119336
121328.4,1.55,-119378
121370.21,1.37,-119420
121412.01,1.55,-119462
121452.93,2.33,-119502
121492.39,1.87,-119542
121532.03,2.88,-119582
121570.36,1.68,-119620
121610.92,0.98,-119660
121652.68,2.23,-119702
121692.89,2.36,-119742
121731.73,1.67,-119781
121772.66,1.52,-119822
121814.02,1.69,-119864
121854.79,2.14,-119904
121895.0,1.46,-119945
121936.65,0.47,-119986
121982.32,1.24,-120032
122025.35,1.5,-120075
122067.89,1.09,-120117
122110.19,1.71,-120160
122152.42,1.23,-120202
122194.82,1.8,-120244
122237.1,2.06,-120287
122276.7,2.31,-120326
122316.39,1.72,-120366
122355.65,2.71,-120405
122394.68,2.18,-120444
122435.44,1.28,-120485
122477.89,1.66,-120527
122519.14,1.99,-120569
122559.87,1.73,-120609
122600.6,1.78,-120650
122641.44,2.06,-120691
122681.26,2.21,-120731
122720.76,2.06,-120770
122760.91,1.65,-120810
122801.0,2.53,-120851
122839.93,2.71,-120889
122877.69,2.34,-120927
122917.64,1.07,-120967
122958.3,2.44,-121008
122998.59,2.09,-121048
123038.05,2.14,-121088
123077.97,1.65,-121127
123118.27,2.32,-121168
123159.97,0.52,-121209
123202.02,2.45,-121252
123242.46,2.37,-121292
123281.46,1.74,-121331
123322.69,1.29,-121372
123363.62,2.55,-121413
123404.65,1.09,-121454
123446.17,2.2,-121496
123486.35,1.48,-121536
123527.1,3.01,-121577
123566.48,1.48,-121616
123607.06,1.3,-121657
123648.86,2.39,-121698
123688.49,2.73,-121738
123726.31,2.3,-121776
123764.95,2.32,-121814
123804.79,1.52,-121854
123845.08,3.12,-121895
123882.34,2.31,-121932
123921.38,2.04,-121971
123960.61,2.47,-122010
124000.24,1.62,-122050
124041.36,0.83,-122091
124085.54,2.51,-122135
124124.33,2.46,-122174
124162.85,2.33,-122212
124200.23,3.77,-122250
124235.39,2.5,-122285
124273.03,2.96,-122323
124309.36,3.66,-122359
124345.41,1.93,-122395
124384.84,2.48,-122434
124423.69,2.11,-122473
124462.1,2.92,-122512
124501.2,1.39,-122551
124542.38,1.54,-122592
124584.57,0.84,-122634
124628.41,1.85,-122678
124669.56,2.13,-122719
124710.93,0.87,-122760
124754.38,0.6,-122804
124799.05,1.71,-122849
124841.17,2.1,-122891
124880.67,2.73,-122930
124919.81,1.57,-122969
124959.57,2.23,-123009
125000.62,1.11,-123050
125043.48,0.81,-123093
125088.23,2.05,-123138
125129.01,0.92,-123179
125172.35,1.27,-123222
125214.9,2.01,-123264
125256.18,1.74,-123306
125297.26,1.44,-123347
125339.46,0.96,-123389
125383.32,1.9,-123433
125424.47,1.68,-123474
125465.25,2.03,-123515
125505.55,1.99,-123555
125545.83,1.14,-123595
125588.8,1.27,-123638
125631.79,1.33,-123681
125674.44,1.5,-123724
125717.17,1.08,-123767
125759.85,1.62,-123809
125803.1,0.59,-123853
125848.23,0.21,-123898
125894.48,2.09,-123944
125935.34,1.39,-123985
125977.98,1.08,-124027
126021.5,1.11,-124071
126063.77,2.28,-124113
126105.76,0.79,-124155
126148.1,2.14,-124198
126188.9,0.84,-124238
126233.47,0.91,-124283
126276.93,2.06,-124326
126317.73,2.06,-124367
126359.44,0.43,-124409
126403.33,1.11,-124453
126448.19,0.33,-124498
126494.47,0.49,-124544
126540.62,1.33,-124590
126583.49,1.16,-124633
126626.23,1.77,-124676
126667.51,1.91,-124717
126708.47,1.5,-124758
126749.21,2.39,-124799
126788.54,2.6,-124838
126826.68,2.14,-124876
126865.56,2.29,-124915
126903.68,3.21,-124953
126940.33,2.53,-124990
126977.69,3.18,-125027
127015.08,2.14,-125065
127052.56,2.79,-125102
127090.17,3.2,-125140
127126.25,2.65,-125176
127164.15,1.9,-125214
127203.22,2.16,-125253
127242.68,2.25,-125292
127281.38,2.61,-125331
127318.88,2.86,-125368
127357.12,1.66,-125407
127396.72,1.89,-125446
127437.05,2.08,-125487
127475.67,2.98,-125525
127512.26,3.33,-125562
127548.32,2.44,-125598
127585.74,2.77,-125635
127622.48,2.95,-125672
127659.96,2.04,-125709
127697.8,2.95,-125747
127734.85,3.59,-125784
127773.32,3.25,-125823
127810.37,2.81,-125860
127845.65,4.4,-125895
127878.51,3.36,-125928
127912.61,3.93,-125962
127946.63,4.32,-125996
127979.1,4.43,-126029
128012.79,3.36,-126062
128046.58,3.97,-126096
128079.42,3.2,-126129
128112.85,3.47,-126162
128146.77,3.26,-126196
128181.64,4.38,-126231
128215.27,2.56,-126265
128249.14,4.79,-126299
128284.42,4.0,-126334
128317.01,2.9,-126367
128348.9,4.08,-126398
128380.27,3.46,-126430
128411.51,4.79,-126461
128442.71,4.71,-126492
128474.04,4.06,-126524
128505.51,4.86,-126555
128537.06,3.84,-126587
128567.3,3.1,-126617
128598.18,3.66,-126648
128630.84,4.84,-126680
128662.31,5.46,-126712
128693.61,3.96,-126743
128726.07,3.34,-126776
128758.58,4.3,-126808
128791.02,4.59,-126841
128822.28,4.51,-126872
128854.98,3.16,-126904
128889.16,3.79,-126939
128921.88,3.88,-126971
128955.81,2.35,-127005
128990.86,3.52,-127040
129024.48,3.66,-127074
129057.61,4.61,-127107
129090.45,3.38,-127140
129124.66,3.12,-127174
129158.12,4.09,-127208
129191.06,3.8,-127241
129223.7,3.77,-127273
129255.54,4.56,-127305
129286.76,2.65,-127336
129322.67,2.98,-127372
129358.32,2.88,-127408
129393.26,4.35,-127443
129425.21,3.44,-127475
129458.6,3.06,-127508
129492.83,3.77,-127542
129525.97,3.26,-127575
129559.68,3.32,-127609
129593.65,3.46,-127643
129627.24,3.37,-127677
129661.29,3.08,-127711
129696.28,1.93,-127746
129734.17,2.42,-127784
129769.73,3.7,-127819
129804.18,3.31,-127854
129837.7,2.92,-127887
129872.62,3.08,-127922
129907.08,3.35,-127957
129941.25,2.31,-127991
129977.17,2.72,-128027
130013.2,2.91,-128063
130048.76,3.39,-128098
130083.05,1.57,-128133
130121.55,2.12,-128171
130158.45,2.82,-128208
130193.95,2.19,-128243
130231.13,1.91,-128281
130268.49,2.61,-128318
130305.08,2.75,-128355
130340.94,1.67,-128390
130380.0,1.64,-128430
130417.49,3.25,-128467
130455.67,0.77,-128505
130495.66,1.14,-128545
130536.9,2.15,-128586
130575.08,1.55,-128625
130614.38,1.34,-128664
130654.97,0.89,-128704
130696.53,1.04,-128746
130738.14,1.0,-128788
130779.9,0.81,-128829
130822.06,0.9,-128872
130865.42,-0.18,-128915
130909.95,0.42,-128959
130954.36,0.63,-129004
130997.77,0.46,-129047
131041.42,0.4,-129091
131085.27,0.77,-129135
131128.16,0.35,-129178
131172.68,-0.32,-129222
131218.58,0.4,-129268
131263.85,0.49,-129313
131308.35,0.07,-129358
131352.51,0.75,-129402
131396.18,-0.23,-129446
131442.16,-0.12,-129492
131488.38,-1.67,-129538
131541.49,-1.17,-129591
131592.3,-0.69,-129642
131641.15,-1.13,-129691
131691.68,-1.09,-129741
131742.29,-1.59,-129792
131794.98,-1.52,-129844
131847.68,-1.76,-129897
131901.23,-1.78,-129951
131954.6,-1.38,-130004
132008.43,-2.85,-130058
132065.99,-2.6,-130115
132123.28,-1.52,-130173
132176.91,-1.66,-130226
132229.66,-1.33,-130279
132281.8,-2.1,-130331
132336.8,-2.32,-130386
132393.3,-2.28,-130443
132449.76,-3.15,-130499
132506.5,-2.13,-130556
132563.55,-3.14,-130613
132623.91,-3.27,-130673
132687.15,-2.73,-130737
132746.49,-3.46,-130796
132808.79,-3.27,-130858
132871.34,-3.74,-130921
132935.42,-3.55,-130985
132999.57,-4.35,-131049
133067.17,-4.13,-131117
133133.98,-3.03,-131183
133194.97,-3.21,-131244
133258.03,-4.71,-131308
133327.2,-4.68,-131377
133397.13,-3.57,-131447
133461.26,-2.99,-131511
133524.19,-3.7,-131574
133588.27,-4.48,-131638
133657.97,-4.8,-131707
133729.47,-5.32,-131779
133802.56,-3.66,-131852
133869.86,-5.02,-131919
133941.3,-4.84,-131991
134013.56,-5.18,-132063
134087.38,-5.7,-132137
134163.98,-4.65,-132213
134235.94,-5.61,-132285
134312.91,-5.48,-132362
134389.48,-5.47,-132439
134466.33,-5.89,-132516
134545.25,-5.79,-132595
134623.97,-5.76,-132673
134703.02,-6.31,-132753
134785.16,-6.07,-132835
134866.4,-6.29,-132916
134949.22,-6.88,-132999
135036.17,-8.34,-133086
135124.21,-6.99,-133174
135213.35,-7.66,-133263
135306.88,-7.77,-133356
135401.93,-7.73,-133451
135496.88,-7.8,-133546
135592.54,-7.15,-133642
135691.1,-6.83,-133741
135779.35,-8.01,-133829
135875.63,-7.47,-133925
135967.96,-6.54,-134017
136055.32,-7.39,-134105
136147.36,-8.39,-134197
136247.78,-7.89,-134297
136345.2,-8.48,-134395
136447.4,-8.73,-134497
136552.17,-8.77,-134602
136656.1,-8.27,-134706
136751.8,-8.51,-134801
136853.41,-8.12,-134903
136953.35,-8.46,-135003
137055.78,-8.68,-135105
137158.86,-7.44,-135208
137253.47,-7.46,-135303
137347.4,-8.28,-135397
137447.74,-8.11,-135497
137547.29,-7.77,-135597
137646.82,-8.35,-135696
137743.42,-8.59,-135793
137847.03,-8.19,-135897
137947.48,-7.77,-135997
138046.02,-8.33,-136096
138147.46,-8.06,-136197
138247.23,-8.49,-136297
138350.5,-8.53,-136400
138453.82,-7.93,-136503
138553.56,-8.85,-136603
138659.46,-9.01,-136709
138763.28,-8.78,-136813
138870.26,-9.43,-136920
138982.88,-9.07,-137032
139092.83,-8.94,-137142
139201.45,-9.32,-137251
139310.05,-8.77,-137360
139416.94,-8.54,-137466
139521.96,-8.57,-137571
139627.19,-8.85,-137677
139734.99,-9.14,-137784
139845.5,-8.48,-137895
139950.77,-9.13,-138000
140059.96,-8.01,-138109
140162.58,-9.19,-138212
140272.88,-9.11,-138322
140383.65,-8.47,-138433
140488.48,-8.22,-138538
140590.87,-9.06,-138640
140701.09,-8.67,-138751
140808.61,-9.02,-138858
140918.76,-9.13,-138968
141030.36,-9.17,-139080
141142.36,-8.76,-139192
141250.49,-8.84,-139300
141358.75,-8.38,-139408
141464.06,-8.81,-139514
141572.75,-9.33,-139622
141686.05,-8.0,-139736
141787.25,-7.95,-139837
141887.69,-8.51,-139937
141993.29,-7.82,-140043
142093.02,-8.42,-140143
142198.1,-8.78,-140248
142307.17,-9.29,-140357
142420.06,-8.61,-140470
142528.09,-8.71,-140578
142636.14,-8.15,-140686
142739.05,-8.27,-140789
142842.79,-7.66,-140892
142941.32,-8.23,-140991
143045.28,-8.91,-141095
143155.51,-8.84,-141205
143265.85,-9.04,-141315
143376.92,-8.04,-141426
143479.47,-7.5,-141529
143577.68,-8.51,-141627
143683.99,-9.1,-141733
143796.41,-8.35,-141846
143902.93,-9.09,-141952
144015.04,-8.87,-142065
144125.39,-8.07,-142175
144228.57,-7.64,-142278
144328.15,-8.3,-142378
144432.8,-8.34,-142482
144538.46,-8.47,-142588
144645.23,-7.93,-142695
144747.64,-8.47,-142797
144854.23,-8.27,-142904
144959.24,-7.91,-143009
145062.6,-8.96,-143112
145173.0,-8.22,-143223
145278.53,-8.1,-143328
145382.28,-7.92,-143432
145484.73,-8.99,-143534
145596.97,-8.39,-143646
145704.63,-8.8,-143754
145815.93,-9.29,-143865
145931.56,-8.82,-143981
146042.8,-7.38,-144092
146140.73,-8.09,-144190
146244.91,-8.48,-144294
146352.7,-8.33,-144402
146459.11,-7.97,-144509
146562.89,-8.18,-144612
146664.92,-6.82,-144714
146753.33,-8.33,-144803
146857.01,-7.65,-144907
146958.27,-7.9,-145008
147060.22,-7.54,-145110
147160.69,-8.26,-145210
147266.55,-8.62,-145316
147376.29,-8.78,-145426
147487.93,-8.87,-145537
147600.45,-8.49,-145650
147710.05,-8.8,-145760
147821.11,-8.07,-145871
147926.04,-7.33,-145976
148024.48,-7.35,-146074
148123.27,-8.2,-146173
148227.97,-7.66,-146277
148327.01,-7.15,-146377
148424.23,-7.94,-146474
