Year,Month,Median montly series,Season
1886,4,62.8,Spring
1886,5,111.8,Spring
1886,6,44.0,Summer
1886,7,103.1,Summer
1886,8,75.6,Summer
1886,9,109.2,Autumn
1886,10,150.9,Autumn
1886,11,91.3,Autumn
1886,12,146.1,Winter
1887,1,102.2,Winter
1887,2,47.4,Winter
1887,3,45.3,Spring
1887,4,49.8,Spring
1887,5,38.8,Spring
1887,6,14.9,Summer
1887,7,71.6,Summer
1887,8,84.4,Summer
1887,9,85.5,Autumn
1887,10,69.9,Autumn
1887,11,94.4,Autumn
1887,12,84.8,Winter
1888,1,89.7,Winter
1888,2,25.7,Winter
1888,3,98.3,Spring
1888,4,55.9,Spring
1888,5,76.7,Spring
1888,6,121.9,Summer
1888,7,139.8,Summer
1888,8,88.4,Summer
1888,9,33.2,Autumn
1888,10,65.0,Autumn
1888,11,129.3,Autumn
1888,12,142.0,Winter
1889,1,90.3,Winter
1889,2,81.1,Winter
1889,3,50.5,Spring
1889,4,74.6,Spring
1889,5,102.7,Spring
1889,6,28.0,Summer
1889,7,63.7,Summer
1889,8,160.4,Summer
1889,9,55.1,Autumn
1889,10,135.2,Autumn
1889,11,57.5,Autumn
1889,12,109.1,Winter
1890,1,143.3,Winter
1890,2,45.7,Winter
1890,3,97.9,Spring
1890,4,45.9,Spring
1890,5,75.9,Spring
1890,6,88.2,Summer
1890,7,73.1,Summer
1890,8,84.7,Summer
1890,9,85.3,Autumn
1890,10,65.0,Autumn
1890,11,171.8,Autumn
1890,12,70.3,Winter
1891,1,58.7,Winter
1891,2,10.1,Winter
1891,3,48.5,Spring
1891,4,61.4,Spring
1891,5,87.7,Spring
1891,6,74.2,Summer
1891,7,53.6,Summer
1891,8,161.3,Summer
1891,9,82.9,Autumn
1891,10,141.8,Autumn
1891,11,103.1,Autumn
1891,12,158.8,Winter
1892,1,70.9,Winter
1892,2,81.0,Winter
1892,3,27.9,Spring
1892,4,32.6,Spring
1892,5,112.3,Spring
1892,6,70.7,Summer
1892,7,90.1,Summer
1892,8,164.6,Summer
1892,9,101.3,Autumn
1892,10,89.7,Autumn
1892,11,134.3,Autumn
1892,12,74.8,Winter
1893,1,88.3,Winter
1893,2,102.2,Winter
1893,3,23.6,Spring
1893,4,29.8,Spring
1893,5,50.0,Spring
1893,6,53.2,Summer
1893,7,74.2,Summer
1893,8,113.7,Summer
1893,9,58.2,Autumn
1893,10,81.4,Autumn
1893,11,65.3,Autumn
1893,12,116.7,Winter
1894,1,131.9,Winter
1894,2,94.9,Winter
1894,3,62.2,Spring
1894,4,107.6,Spring
1894,5,72.3,Spring
1894,6,62.8,Summer
1894,7,114.1,Summer
1894,8,88.7,Summer
1894,9,16.3,Autumn
1894,10,123.3,Autumn
1894,11,116.4,Autumn
1894,12,97.2,Winter
1895,1,103.4,Winter
1895,2,29.8,Winter
1895,3,99.5,Spring
1895,4,57.7,Spring
1895,5,18.3,Spring
1895,6,59.2,Summer
1895,7,124.4,Summer
1895,8,139.0,Summer
1895,9,28.5,Autumn
1895,10,104.3,Autumn
1895,11,141.8,Autumn
1895,12,155.0,Winter
1896,1,48.8,Winter
1896,2,56.5,Winter
1896,3,119.7,Spring
1896,4,35.5,Spring
1896,5,11.2,Spring
1896,6,70.7,Summer
1896,7,148.5,Summer
1896,8,59.9,Summer
1896,9,159.2,Autumn
1896,10,101.0,Autumn
1896,11,34.8,Autumn
1896,12,165.6,Winter
1897,1,73.1,Winter
1897,2,72.5,Winter
1897,3,147.3,Spring
1897,4,112.0,Spring
1897,5,47.8,Spring
1897,6,119.6,Summer
1897,7,60.6,Summer
1897,8,149.4,Summer
1897,9,77.3,Autumn
1897,10,90.1,Autumn
1897,11,127.6,Autumn
1897,12,139.9,Winter
1898,1,78.5,Winter
1898,2,79.1,Winter
1898,3,34.1,Spring
1898,4,109.8,Spring
1898,5,89.4,Spring
1898,6,77.7,Summer
1898,7,31.9,Summer
1898,8,132.8,Summer
1898,9,88.4,Autumn
1898,10,123.5,Autumn
1898,11,122.7,Autumn
1898,12,95.1,Winter
1899,1,133.4,Winter
1899,2,100.1,Winter
1899,3,52.7,Spring
1899,4,98.6,Spring
1899,5,87.8,Spring
1899,6,60.3,Summer
1899,7,77.0,Summer
1899,8,67.9,Summer
1899,9,82.4,Autumn
1899,10,57.9,Autumn
1899,11,92.9,Autumn
1899,12,184.8,Winter
1900,1,114.4,Winter
1900,2,108.9,Winter
1900,3,26.1,Spring
1900,4,67.5,Spring
1900,5,79.9,Spring
1900,6,118.2,Summer
1900,7,75.7,Summer
1900,8,135.3,Summer
1900,9,46.7,Autumn
1900,10,133.9,Autumn
1900,11,166.8,Autumn
1900,12,144.3,Winter
1901,1,108.7,Winter
1901,2,42.9,Winter
1901,3,80.6,Spring
1901,4,81.1,Spring
1901,5,49.1,Spring
1901,6,75.6,Summer
1901,7,33.3,Summer
1901,8,98.6,Summer
1901,9,133.6,Autumn
1901,10,107.6,Autumn
1901,11,96.4,Autumn
1901,12,118.5,Winter
1902,1,70.9,Winter
1902,2,83.5,Winter
1902,3,67.2,Spring
1902,4,73.1,Spring
1902,5,69.5,Spring
1902,6,74.0,Summer
1902,7,80.7,Summer
1902,8,76.2,Summer
1902,9,86.8,Autumn
1902,10,69.9,Autumn
1902,11,144.8,Autumn
1902,12,96.4,Winter
1903,1,161.1,Winter
1903,2,97.8,Winter
1903,3,168.6,Spring
1903,4,49.1,Spring
1903,5,70.7,Spring
1903,6,68.1,Summer
1903,7,129.9,Summer
1903,8,150.5,Summer
1903,9,106.0,Autumn
1903,10,156.0,Autumn
1903,11,73.2,Autumn
1903,12,104.2,Winter
1904,1,120.1,Winter
1904,2,133.1,Winter
1904,3,77.1,Spring
1904,4,60.5,Spring
1904,5,65.3,Spring
1904,6,54.8,Summer
1904,7,99.8,Summer
1904,8,114.2,Summer
1904,9,96.1,Autumn
1904,10,64.9,Autumn
1904,11,75.2,Autumn
1904,12,83.1,Winter
1905,1,75.3,Winter
1905,2,54.1,Winter
1905,3,135.1,Spring
1905,4,77.9,Spring
1905,5,37.3,Spring
1905,6,55.5,Summer
1905,7,49.2,Summer
1905,8,157.4,Summer
1905,9,52.7,Autumn
1905,10,47.7,Autumn
1905,11,113.9,Autumn
1905,12,75.8,Winter
1906,1,135.2,Winter
1906,2,84.4,Winter
1906,3,67.6,Spring
1906,4,52.4,Spring
1906,5,99.0,Spring
1906,6,49.0,Summer
1906,7,64.8,Summer
1906,8,87.1,Summer
1906,9,34.5,Autumn
1906,10,131.7,Autumn
1906,11,72.5,Autumn
1906,12,90.0,Winter
1907,1,47.0,Winter
1907,2,63.6,Winter
1907,3,75.6,Spring
1907,4,75.9,Spring
1907,5,104.7,Spring
1907,6,111.4,Summer
1907,7,69.7,Summer
1907,8,95.8,Summer
1907,9,40.0,Autumn
1907,10,140.7,Autumn
1907,11,92.7,Autumn
1907,12,130.3,Winter
1908,1,84.4,Winter
1908,2,67.2,Winter
1908,3,106.3,Spring
1908,4,67.0,Spring
1908,5,74.4,Spring
1908,6,51.0,Summer
1908,7,81.3,Summer
1908,8,97.7,Summer
1908,9,151.4,Autumn
1908,10,60.5,Autumn
1908,11,73.7,Autumn
1908,12,116.4,Winter
1909,1,72.8,Winter
1909,2,53.1,Winter
1909,3,91.9,Spring
1909,4,128.0,Spring
1909,5,52.0,Spring
1909,6,53.6,Summer
1909,7,75.7,Summer
1909,8,40.4,Summer
1909,9,63.1,Autumn
1909,10,158.4,Autumn
1909,11,49.7,Autumn
1909,12,120.8,Winter
1910,1,101.1,Winter
1910,2,145.4,Winter
1910,3,67.5,Spring
1910,4,67.6,Spring
1910,5,65.0,Spring
1910,6,108.8,Summer
1910,7,88.8,Summer
1910,8,155.0,Summer
1910,9,28.7,Autumn
1910,10,69.9,Autumn
1910,11,114.7,Autumn
1910,12,115.7,Winter
1911,1,46.7,Winter
1911,2,81.8,Winter
1911,3,56.6,Spring
1911,4,67.2,Spring
1911,5,56.2,Spring
1911,6,55.1,Summer
1911,7,80.3,Summer
1911,8,65.2,Summer
1911,9,73.4,Autumn
1911,10,110.6,Autumn
1911,11,130.9,Autumn
1911,12,195.3,Winter
1912,1,114.2,Winter
1912,2,105.3,Winter
1912,3,122.6,Spring
1912,4,34.5,Spring
1912,5,38.5,Spring
1912,6,144.5,Summer
1912,7,117.3,Summer
1912,8,133.5,Summer
1912,9,25.2,Autumn
1912,10,84.2,Autumn
1912,11,75.4,Autumn
1912,12,128.7,Winter
1913,1,173.0,Winter
1913,2,53.2,Winter
1913,3,106.6,Spring
1913,4,104.9,Spring
1913,5,114.2,Spring
1913,6,71.8,Summer
1913,7,24.3,Summer
1913,8,37.1,Summer
1913,9,107.1,Autumn
1913,10,124.3,Autumn
1913,11,120.4,Autumn
1913,12,80.7,Winter
1914,1,59.6,Winter
1914,2,149.9,Winter
1914,3,125.5,Spring
1914,4,45.8,Spring
1914,5,52.1,Spring
1914,6,31.5,Summer
1914,7,85.4,Summer
1914,8,125.8,Summer
1914,9,62.7,Autumn
1914,10,56.3,Autumn
1914,11,117.7,Autumn
1914,12,211.0,Winter
1915,1,102.7,Winter
1915,2,140.3,Winter
1915,3,31.1,Spring
1915,4,55.7,Spring
1915,5,47.3,Spring
1915,6,48.9,Summer
1915,7,134.2,Summer
1915,8,83.2,Summer
1915,9,49.4,Autumn
1915,10,118.4,Autumn
1915,11,89.2,Autumn
1915,12,170.3,Winter
1916,1,75.5,Winter
1916,2,122.5,Winter
1916,3,58.6,Spring
1916,4,94.8,Spring
1916,5,113.8,Spring
1916,6,66.3,Summer
1916,7,59.6,Summer
1916,8,84.5,Summer
1916,9,55.2,Autumn
1916,10,206.2,Autumn
1916,11,162.9,Autumn
1916,12,93.6,Winter
1917,1,62.1,Winter
1917,2,48.4,Winter
1917,3,83.2,Spring
1917,4,48.5,Spring
1917,5,87.6,Spring
1917,6,60.3,Summer
1917,7,67.9,Summer
1917,8,195.7,Summer
1917,9,56.7,Autumn
1917,10,139.6,Autumn
1917,11,99.3,Autumn
1917,12,71.2,Winter
1918,1,102.0,Winter
1918,2,124.1,Winter
1918,3,53.0,Spring
1918,4,38.9,Spring
1918,5,64.3,Spring
1918,6,45.5,Summer
1918,7,100.4,Summer
1918,8,76.3,Summer
1918,9,174.0,Autumn
1918,10,120.7,Autumn
1918,11,97.4,Autumn
1918,12,145.2,Winter
1919,1,116.6,Winter
1919,2,64.3,Winter
1919,3,80.7,Spring
1919,4,48.8,Spring
1919,5,78.7,Spring
1919,6,66.3,Summer
1919,7,34.3,Summer
1919,8,82.0,Summer
1919,9,73.6,Autumn
1919,10,38.0,Autumn
1919,11,73.2,Autumn
1919,12,160.9,Winter
1920,1,144.3,Winter
1920,2,66.9,Winter
1920,3,102.0,Spring
1920,4,102.6,Spring
1920,5,103.5,Spring
1920,6,53.7,Summer
1920,7,125.4,Summer
1920,8,70.3,Summer
1920,9,66.5,Autumn
1920,10,130.4,Autumn
1920,11,105.1,Autumn
1920,12,104.1,Winter
1921,1,110.5,Winter
1921,2,47.2,Winter
1921,3,94.7,Spring
1921,4,26.1,Spring
1921,5,60.5,Spring
1921,6,8.4,Summer
1921,7,106.6,Summer
1921,8,112.5,Summer
1921,9,41.6,Autumn
1921,10,86.3,Autumn
1921,11,110.8,Autumn
1921,12,91.8,Winter
1922,1,120.5,Winter
1922,2,108.7,Winter
1922,3,58.8,Spring
1922,4,82.1,Spring
1922,5,49.6,Spring
1922,6,46.9,Summer
1922,7,93.6,Summer
1922,8,111.6,Summer
1922,9,88.5,Autumn
1922,10,39.1,Autumn
1922,11,50.6,Autumn
1922,12,111.0,Winter
1923,1,82.9,Winter
1923,2,174.1,Winter
1923,3,70.5,Spring
1923,4,97.2,Spring
1923,5,46.2,Spring
1923,6,29.1,Summer
1923,7,79.3,Summer
1923,8,156.8,Summer
1923,9,108.4,Autumn
1923,10,123.1,Autumn
1923,11,97.6,Autumn
1923,12,98.9,Winter
1924,1,152.6,Winter
1924,2,48.3,Winter
1924,3,36.1,Spring
1924,4,86.5,Spring
1924,5,104.3,Spring
1924,6,98.3,Summer
1924,7,107.8,Summer
1924,8,118.7,Summer
1924,9,164.0,Autumn
1924,10,100.4,Autumn
1924,11,111.1,Autumn
1924,12,165.7,Winter
1925,1,118.0,Winter
1925,2,123.0,Winter
1925,3,27.0,Spring
1925,4,106.5,Spring
1925,5,132.2,Spring
1925,6,15.6,Summer
1925,7,89.3,Summer
1925,8,72.8,Summer
1925,9,76.4,Autumn
1925,10,105.5,Autumn
1925,11,73.1,Autumn
1925,12,85.7,Winter
1926,1,183.1,Winter
1926,2,90.9,Winter
1926,3,42.4,Spring
1926,4,63.3,Spring
1926,5,84.9,Spring
1926,6,76.3,Summer
1926,7,79.8,Summer
1926,8,88.3,Summer
1926,9,59.1,Autumn
1926,10,92.0,Autumn
1926,11,145.4,Autumn
1926,12,31.1,Winter
1927,1,127.3,Winter
1927,2,72.7,Winter
1927,3,109.5,Spring
1927,4,48.6,Spring
1927,5,47.7,Spring
1927,6,93.3,Summer
1927,7,97.4,Summer
1927,8,138.8,Summer
1927,9,115.0,Autumn
1927,10,87.5,Autumn
1927,11,101.7,Autumn
1927,12,105.1,Winter
1928,1,155.0,Winter
1928,2,101.2,Winter
1928,3,131.9,Spring
1928,4,68.1,Spring
1928,5,45.5,Spring
1928,6,144.8,Summer
1928,7,50.6,Summer
1928,8,138.9,Summer
1928,9,67.5,Autumn
1928,10,172.5,Autumn
1928,11,146.1,Autumn
1928,12,115.0,Winter
1929,1,56.4,Winter
1929,2,135.2,Winter
1929,3,20.0,Spring
1929,4,34.2,Spring
1929,5,76.3,Spring
1929,6,57.5,Summer
1929,7,100.1,Summer
1929,8,117.3,Summer
1929,9,32.1,Autumn
1929,10,125.9,Autumn
1929,11,160.9,Autumn
1929,12,219.1,Winter
1930,1,155.5,Winter
1930,2,28.8,Winter
1930,3,125.3,Spring
1930,4,53.1,Spring
1930,5,53.3,Spring
1930,6,59.4,Summer
1930,7,89.4,Summer
1930,8,158.7,Summer
1930,9,115.6,Autumn
1930,10,160.5,Autumn
1930,11,121.2,Autumn
1930,12,117.1,Winter
1931,1,83.4,Winter
1931,2,82.9,Winter
1931,3,95.2,Spring
1931,4,78.3,Spring
1931,5,117.7,Spring
1931,6,116.8,Summer
1931,7,103.6,Summer
1931,8,86.2,Summer
1931,9,77.7,Autumn
1931,10,55.6,Autumn
1931,11,197.5,Autumn
1931,12,77.1,Winter
1932,1,122.0,Winter
1932,2,7.3,Winter
1932,3,62.1,Spring
1932,4,86.3,Spring
1932,5,89.7,Spring
1932,6,40.8,Summer
1932,7,119.5,Summer
1932,8,62.2,Summer
1932,9,84.1,Autumn
1932,10,111.4,Autumn
1932,11,61.7,Autumn
1932,12,167.0,Winter
1933,1,93.3,Winter
1933,2,87.8,Winter
1933,3,84.5,Spring
1933,4,44.7,Spring
1933,5,84.3,Spring
1933,6,66.2,Summer
1933,7,76.3,Summer
1933,8,52.1,Summer
1933,9,33.9,Autumn
1933,10,87.9,Autumn
1933,11,50.5,Autumn
1933,12,59.6,Winter
1934,1,108.1,Winter
1934,2,8.3,Winter
1934,3,94.9,Spring
1934,4,80.6,Spring
1934,5,69.1,Spring
1934,6,51.3,Summer
1934,7,54.4,Summer
1934,8,125.9,Summer
1934,9,160.9,Autumn
1934,10,118.3,Autumn
1934,11,43.8,Autumn
1934,12,188.4,Winter
1935,1,41.4,Winter
1935,2,103.1,Winter
1935,3,45.5,Spring
1935,4,84.1,Spring
1935,5,33.2,Spring
1935,6,133.9,Summer
1935,7,27.4,Summer
1935,8,71.5,Summer
1935,9,155.6,Autumn
1935,10,114.4,Autumn
1935,11,128.1,Autumn
1935,12,86.5,Winter
1936,1,144.0,Winter
1936,2,83.2,Winter
1936,3,73.8,Spring
1936,4,49.0,Spring
1936,5,38.6,Spring
1936,6,89.2,Summer
1936,7,169.5,Summer
1936,8,44.5,Summer
1936,9,106.4,Autumn
1936,10,73.3,Autumn
1936,11,110.2,Autumn
1936,12,127.3,Winter
1937,1,174.9,Winter
1937,2,137.3,Winter
1937,3,94.3,Spring
1937,4,82.4,Spring
1937,5,55.5,Spring
1937,6,47.6,Summer
1937,7,117.1,Summer
1937,8,70.8,Summer
1937,9,102.9,Autumn
1937,10,68.6,Autumn
1937,11,69.2,Autumn
1937,12,77.2,Winter
1938,1,131.4,Winter
1938,2,58.7,Winter
1938,3,47.5,Spring
1938,4,5.3,Spring
1938,5,99.6,Spring
1938,6,102.2,Summer
1938,7,134.1,Summer
1938,8,89.4,Summer
1938,9,75.9,Autumn
1938,10,176.0,Autumn
1938,11,159.3,Autumn
1938,12,124.0,Winter
1939,1,130.0,Winter
1939,2,96.9,Winter
1939,3,79.7,Spring
1939,4,48.2,Spring
1939,5,30.4,Spring
1939,6,59.8,Summer
1939,7,119.1,Summer
1939,8,50.4,Summer
1939,9,59.1,Autumn
1939,10,86.0,Autumn
1939,11,193.5,Autumn
1939,12,84.0,Winter
1940,1,106.2,Winter
1940,2,127.5,Winter
1940,3,95.0,Spring
1940,4,97.9,Spring
1940,5,47.8,Spring
1940,6,35.5,Summer
1940,7,95.2,Summer
1940,8,18.2,Summer
1940,9,65.3,Autumn
1940,10,177.0,Autumn
1940,11,139.4,Autumn
1940,12,114.6,Winter
1941,1,106.3,Winter
1941,2,107.6,Winter
1941,3,86.8,Spring
1941,4,45.4,Spring
1941,5,68.9,Spring
1941,6,25.2,Summer
1941,7,75.4,Summer
1941,8,93.6,Summer
1941,9,32.0,Autumn
1941,10,92.3,Autumn
1941,11,167.5,Autumn
1941,12,62.4,Winter
1942,1,150.3,Winter
1942,2,39.2,Winter
1942,3,97.6,Spring
1942,4,62.5,Spring
1942,5,112.8,Spring
1942,6,13.1,Summer
1942,7,93.3,Summer
1942,8,124.7,Summer
1942,9,116.0,Autumn
1942,10,66.1,Autumn
1942,11,24.2,Autumn
1942,12,140.1,Winter
1943,1,175.8,Winter
1943,2,55.2,Winter
1943,3,33.5,Spring
1943,4,54.9,Spring
1943,5,103.5,Spring
1943,6,80.3,Summer
1943,7,61.8,Summer
1943,8,119.4,Summer
1943,9,96.4,Autumn
1943,10,125.7,Autumn
1943,11,80.6,Autumn
1943,12,72.3,Winter
1944,1,108.9,Winter
1944,2,36.9,Winter
1944,3,16.9,Spring
1944,4,68.4,Spring
1944,5,45.6,Spring
1944,6,58.2,Summer
1944,7,97.1,Summer
1944,8,77.5,Summer
1944,9,132.9,Autumn
1944,10,139.1,Autumn
1944,11,160.3,Autumn
1944,12,120.9,Winter
1945,1,88.2,Winter
1945,2,102.8,Winter
1945,3,42.3,Spring
1945,4,43.0,Spring
1945,5,98.5,Spring
1945,6,108.8,Summer
1945,7,114.4,Summer
1945,8,59.1,Summer
1945,9,92.1,Autumn
1945,10,105.4,Autumn
1945,11,34.2,Autumn
1945,12,137.4,Winter
1946,1,125.4,Winter
1946,2,88.0,Winter
1946,3,59.2,Spring
1946,4,34.1,Spring
1946,5,64.7,Spring
1946,6,99.3,Summer
1946,7,88.1,Summer
1946,8,150.8,Summer
1946,9,162.9,Autumn
1946,10,68.7,Autumn
1946,11,136.6,Autumn
1946,12,136.3,Winter
1947,1,135.9,Winter
1947,2,71.9,Winter
1947,3,184.8,Spring
1947,4,104.9,Spring
1947,5,115.2,Spring
1947,6,122.9,Summer
1947,7,92.0,Summer
1947,8,27.8,Summer
1947,9,79.7,Autumn
1947,10,71.7,Autumn
1947,11,134.6,Autumn
1947,12,106.0,Winter
1948,1,200.5,Winter
1948,2,67.6,Winter
1948,3,74.8,Spring
1948,4,65.5,Spring
1948,5,59.9,Spring
1948,6,91.0,Summer
1948,7,70.8,Summer
1948,8,98.2,Summer
1948,9,93.6,Autumn
1948,10,106.8,Autumn
1948,11,94.0,Autumn
1948,12,199.0,Winter
1949,1,71.6,Winter
1949,2,71.5,Winter
1949,3,57.5,Spring
1949,4,75.9,Spring
1949,5,60.9,Spring
1949,6,30.8,Summer
1949,7,62.3,Summer
1949,8,104.1,Summer
1949,9,63.4,Autumn
1949,10,157.2,Autumn
1949,11,102.5,Autumn
1949,12,115.2,Winter
1950,1,68.8,Winter
1950,2,138.7,Winter
1950,3,57.6,Spring
1950,4,89.0,Spring
1950,5,31.8,Spring
1950,6,61.2,Summer
1950,7,126.1,Summer
1950,8,152.1,Summer
1950,9,164.1,Autumn
1950,10,88.3,Autumn
1950,11,93.5,Autumn
1950,12,99.2,Winter
1951,1,125.4,Winter
1951,2,98.6,Winter
1951,3,85.8,Spring
1951,4,49.7,Spring
1951,5,56.6,Spring
1951,6,53.6,Summer
1951,7,68.9,Summer
1951,8,134.6,Summer
1951,9,128.7,Autumn
1951,10,53.3,Autumn
1951,11,153.6,Autumn
1951,12,162.3,Winter
1952,1,127.0,Winter
1952,2,24.9,Winter
1952,3,67.6,Spring
1952,4,64.3,Spring
1952,5,65.2,Spring
1952,6,63.5,Summer
1952,7,33.0,Summer
1952,8,100.0,Summer
1952,9,53.6,Autumn
1952,10,145.7,Autumn
1952,11,79.7,Autumn
1952,12,104.7,Winter
1953,1,40.3,Winter
1953,2,47.5,Winter
1953,3,19.9,Spring
1953,4,72.9,Spring
1953,5,59.8,Spring
1953,6,43.6,Summer
1953,7,129.0,Summer
1953,8,96.0,Summer
1953,9,107.8,Autumn
1953,10,88.0,Autumn
1953,11,104.3,Autumn
1953,12,87.8,Winter
1954,1,79.4,Winter
1954,2,117.0,Winter
1954,3,101.5,Spring
1954,4,28.7,Spring
1954,5,104.3,Spring
1954,6,65.9,Summer
1954,7,89.4,Summer
1954,8,79.1,Summer
1954,9,129.3,Autumn
1954,10,173.9,Autumn
1954,11,145.0,Autumn
1954,12,128.0,Winter
1955,1,111.9,Winter
1955,2,100.7,Winter
1955,3,39.6,Spring
1955,4,71.5,Spring
1955,5,91.7,Spring
1955,6,129.2,Summer
1955,7,18.9,Summer
1955,8,47.1,Summer
1955,9,83.0,Autumn
1955,10,58.9,Autumn
1955,11,87.7,Autumn
1955,12,138.8,Winter
1956,1,106.8,Winter
1956,2,35.2,Winter
1956,3,86.4,Spring
1956,4,29.2,Spring
1956,5,44.7,Spring
1956,6,78.1,Summer
1956,7,119.8,Summer
1956,8,141.2,Summer
1956,9,122.6,Autumn
1956,10,73.9,Autumn
1956,11,66.7,Autumn
1956,12,161.5,Winter
1957,1,127.1,Winter
1957,2,92.4,Winter
1957,3,128.7,Spring
1957,4,33.1,Spring
1957,5,59.5,Spring
1957,6,47.1,Summer
1957,7,100.2,Summer
1957,8,87.9,Summer
1957,9,166.0,Autumn
1957,10,110.1,Autumn
1957,11,44.0,Autumn
1957,12,112.7,Winter
1958,1,131.4,Winter
1958,2,121.0,Winter
1958,3,81.3,Spring
1958,4,34.5,Spring
1958,5,110.0,Spring
1958,6,127.9,Summer
1958,7,121.2,Summer
1958,8,141.8,Summer
1958,9,139.9,Autumn
1958,10,71.9,Autumn
1958,11,69.1,Autumn
1958,12,130.9,Winter
1959,1,84.7,Winter
1959,2,30.3,Winter
1959,3,95.7,Spring
1959,4,83.5,Spring
1959,5,54.9,Spring
1959,6,62.9,Summer
1959,7,63.1,Summer
1959,8,32.2,Summer
1959,9,38.2,Autumn
1959,10,146.0,Autumn
1959,11,121.9,Autumn
1959,12,201.8,Winter
1960,1,116.1,Winter
1960,2,95.6,Winter
1960,3,83.4,Spring
1960,4,74.5,Spring
1960,5,69.8,Spring
1960,6,71.5,Summer
1960,7,144.9,Summer
1960,8,119.4,Summer
1960,9,119.5,Autumn
1960,10,140.2,Autumn
1960,11,167.1,Autumn
1960,12,126.1,Winter
1961,1,156.4,Winter
1961,2,93.5,Winter
1961,3,21.9,Spring
1961,4,135.6,Spring
1961,5,52.1,Spring
1961,6,48.1,Summer
1961,7,81.3,Summer
1961,8,71.7,Summer
1961,9,123.4,Autumn
1961,10,118.3,Autumn
1961,11,76.3,Autumn
1961,12,89.5,Winter
1962,1,127.4,Winter
1962,2,47.0,Winter
1962,3,89.7,Spring
1962,4,64.5,Spring
1962,5,77.2,Spring
1962,6,46.1,Summer
1962,7,70.6,Summer
1962,8,112.1,Summer
1962,9,145.9,Autumn
1962,10,52.7,Autumn
1962,11,80.7,Autumn
1962,12,102.9,Winter
1963,1,29.2,Winter
1963,2,67.0,Winter
1963,3,142.0,Spring
1963,4,77.4,Spring
1963,5,69.9,Spring
1963,6,70.3,Summer
1963,7,70.8,Summer
1963,8,103.8,Summer
1963,9,66.1,Autumn
1963,10,129.9,Autumn
1963,11,170.6,Autumn
1963,12,52.3,Winter
1964,1,43.1,Winter
1964,2,64.5,Winter
1964,3,130.6,Spring
1964,4,72.7,Spring
1964,5,79.7,Spring
1964,6,82.1,Summer
1964,7,72.1,Summer
1964,8,110.8,Summer
1964,9,75.4,Autumn
1964,10,109.3,Autumn
1964,11,71.5,Autumn
1964,12,142.5,Winter
1965,1,139.4,Winter
1965,2,9.8,Winter
1965,3,95.8,Spring
1965,4,81.1,Spring
1965,5,82.3,Spring
1965,6,104.3,Summer
1965,7,86.4,Summer
1965,8,93.8,Summer
1965,9,96.1,Autumn
1965,10,68.7,Autumn
1965,11,161.1,Autumn
1965,12,159.7,Winter
1966,1,116.5,Winter
1966,2,173.8,Winter
1966,3,57.8,Spring
1966,4,143.2,Spring
1966,5,87.5,Spring
1966,6,104.0,Summer
1966,7,51.7,Summer
1966,8,80.6,Summer
1966,9,83.9,Autumn
1966,10,146.4,Autumn
1966,11,72.4,Autumn
1966,12,121.4,Winter
1967,1,84.6,Winter
1967,2,109.3,Winter
1967,3,64.7,Spring
1967,4,37.3,Spring
1967,5,132.5,Spring
1967,6,29.8,Summer
1967,7,83.2,Summer
1967,8,97.8,Summer
1967,9,134.9,Autumn
1967,10,171.3,Autumn
1967,11,80.7,Autumn
1967,12,74.9,Winter
1968,1,121.4,Winter
1968,2,38.7,Winter
1968,3,76.0,Spring
1968,4,73.8,Spring
1968,5,64.4,Spring
1968,6,66.1,Summer
1968,7,37.0,Summer
1968,8,77.1,Summer
1968,9,144.2,Autumn
1968,10,129.5,Autumn
1968,11,125.5,Autumn
1968,12,150.3,Winter
1969,1,174.2,Winter
1969,2,59.4,Winter
1969,3,52.9,Spring
1969,4,65.9,Spring
1969,5,94.2,Spring
1969,6,68.7,Summer
1969,7,45.5,Summer
1969,8,54.4,Summer
1969,9,45.4,Autumn
1969,10,51.9,Autumn
1969,11,110.6,Autumn
1969,12,116.9,Winter
1970,1,127.8,Winter
1970,2,114.6,Winter
1970,3,57.6,Spring
1970,4,89.1,Spring
1970,5,32.0,Spring
1970,6,50.1,Summer
1970,7,91.6,Summer
1970,8,76.6,Summer
1970,9,110.6,Autumn
1970,10,81.2,Autumn
1970,11,165.8,Autumn
1970,12,56.1,Winter
1971,1,102.1,Winter
1971,2,59.2,Winter
1971,3,58.5,Spring
1971,4,55.6,Spring
1971,5,53.7,Spring
1971,6,79.1,Summer
1971,7,66.3,Summer
1971,8,90.2,Summer
1971,9,41.9,Autumn
1971,10,85.6,Autumn
1971,11,96.7,Autumn
1971,12,55.3,Winter
1972,1,144.7,Winter
1972,2,100.5,Winter
1972,3,90.9,Spring
1972,4,75.6,Spring
1972,5,113.2,Spring
1972,6,71.7,Summer
1972,7,59.4,Summer
1972,8,54.7,Summer
1972,9,16.9,Autumn
1972,10,66.4,Autumn
1972,11,134.8,Autumn
1972,12,128.5,Winter
1973,1,100.7,Winter
1973,2,77.4,Winter
1973,3,33.9,Spring
1973,4,48.1,Spring
1973,5,99.5,Spring
1973,6,37.4,Summer
1973,7,68.2,Summer
1973,8,104.9,Summer
1973,9,109.8,Autumn
1973,10,68.2,Autumn
1973,11,122.3,Autumn
1973,12,108.4,Winter
1974,1,205.1,Winter
1974,2,108.1,Winter
